Game,Platform,Score,Genre
Hitman: Cont,PC,8.4,Action
Prince of Per,Wireless,9.5,Platformer
Rayman Golf,Wireless,7.5,Sports
Rail Rider,Wireless,8.5,Action
Hitman: Cont,Xbox,8.4,Action
Hitman: Cont,PlayStation 2,8.4,"Action, Adventure"
kill.switch,PC,7.8,Shooter
Tom Clancy's,Wireless,9.5,Action
Breed,PC,7.3,Shooter
TOCA Race D,Xbox,8.2,Racing
World Tour S,PlayStation 2,7.6,Sports
3D Slam Ping,Wireless,7.5,Sports
Siren,PlayStation 2,7.7,Adventure
Sacred,PC,7.8,RPG
All-Star Base,PlayStation 2,7.9,Sports
Painkiller,PC,7,Shooter
Serious Sam:,PlayStation 2,6.2,Shooter
Bejeweled M,Wireless,9.5,Puzzle
Crystal Key II,PC,5.9,Adventure
Metal Slug M,Wireless,8,Action
Kuma\War,PC,6.3,Shooter
Desert Rats v,PC,7.2,Strategy
The Punisher,Wireless,7.5,Shooter
Boulder Dash,Wireless,8.5,"Puzzle, Action"
Dead Man's,PC,6.2,Shooter
Alias,Xbox,7.3,Action
Jagged Allian,PC,6.5,Strategy
Alias,PlayStation 2,7.3,Action
Nemesis of t,PC,8,Strategy
ESPN Major L,Xbox,8.4,Sports
Wario Ware I,GameCube,7.5,Party
Dead Man's,Xbox,6,Shooter
FOX Sports H,Wireless,7,Sports
Street Jam B,Game Boy Ad,3.5,"Sports, Action"
R-Type III: Th,Game Boy Ad,4.5,Shooter
Fight Night 2,Xbox,8.4,Sports
NBA Ballers ,Xbox,8.9,Sports
Yo-Yo Fighter,Wireless,6.5,Platformer
Northland,PC,6.4,Strategy
NBA Ballers,PlayStation 2,9,"Sports, Action"
Fight Night 2,PlayStation 2,8.6,Sports
Tom Clancy's,Game Boy Ad,7,Action
Arx Fatalis,Xbox,7.8,RPG
QBz for Prize,Wireless,8.5,Puzzle
Lode Runner,Wireless,9,Action
Hold 'em Pok,Wireless,9,Card
The Lion King,Wireless,3.5,Platformer
Yu-Gi-Oh! Th,Xbox,5,"Card, Battle"
Destruction,PlayStation 2,4.5,"Racing, Action"
CSI: Crime Sc,PC,8.4,Adventure
Mafia,Xbox,6.8,Action
Lords of the,PC,6.4,Strategy
Scooby-Doo!,Xbox,5.5,Action
Bionicle: The,Xbox,3.8,Action
Need for Spe,Game Boy Ad,6,Racing
Journey to th,PC,6.3,Adventure
Squad Assaul,PC,7.2,Strategy
Trivial Pursui,PlayStation 2,7,Trivia
Crimson Sea,PlayStation 2,8.4,Action
Tom Clancy's,PC,9.5,"Action, Adventure"
Trivial Pursui,Xbox,7,Trivia
Resident Evil,PlayStation 2,7.6,Adventure
BlowOut,GameCube,6.5,Shooter
Disney's Hid,GameCube,4.8,Adventure
Tom Clancy's,Xbox,9.5,"Action, Adventure"
Cy Girls,PlayStation 2,5.8,Action
All-Star Base,Xbox,8,Sports
The X-Files:,PlayStation 2,6.7,Adventure
Counter-Strik,PC,7,Shooter
Samurai Jack:,GameCube,5.2,Action
Wade Hixton,Game Boy Ad,8,"Sports, Action"
NCAA Footba,N-Gage,5.6,Sports
Tom Clancy's,PlayStation 2,7,Shooter
Samurai Jack:,PlayStation 2,5.2,Action
Pokemon Col,GameCube,7.5,RPG
Final Fantasy,PlayStation 2,8.8,RPG
Far Cry,PC,9.2,Shooter
Pinball Drago,Wireless,7.5,Pinball
Star Soldier (,Game Boy Ad,4,Action
Mappy (Fami,Game Boy Ad,7,Action
IL-2 Sturmovi,PC,8.4,"Flight, Simulation"
Onimusha Bl,PlayStation 2,7,"Fighting, Action"
MLB 2005,PlayStation 2,7.9,Sports
Aces of WWI,Wireless,8,Strategy
Mace Griffin:,PC,6.3,Shooter
Syberia II,PC,8.6,Adventure
Vectorman ,Wireless,7.5,Platformer
Tom Clancy's,PlayStation 2,6.5,Shooter
Battlefield Vi,PC,8.2,Shooter
Breakdown,Xbox,6.7,Action
Midnight No,PC,7.8,Adventure
The King of F,Wireless,7,Fighting
Harvest Moo,GameCube,8,RPG
FireStarter,PC,7.5,Shooter
Colin McRae,Xbox,8.7,Racing
Scooby-Doo!,PlayStation 2,5.5,"Action, Adventure"
Gangland,PC,5.8,Strategy
Seven Samur,PlayStation 2,6.7,"Action, Adventure"
Pirate Hunter,PC,6.8,"Action, Adventure"
Grooverider:,Xbox,4.5,Racing
Mission: Imp,Game Boy Ad,3.5,Adventure
Scooby-Doo!,GameCube,5.5,Action
MVP Basebal,PC,8.5,Sports
Corvette,PlayStation 2,5.5,Racing
Unreal Tourn,PC,9.4,Shooter
Tom Clancy's,PC,7.8,Shooter
Broken Swor,Xbox,8.4,Adventure
Grooverider:,GameCube,4.5,Racing
Tenchu: Retu,Xbox,7,Action
Firefighter F.,PlayStation 2,6.8,Action
Metal Gear S,GameCube,8.5,"Action, Adventure"
Bionicle: The,PC,3.5,Action
Drake,PC,2.9,Action
Bloody Roar,PlayStation 2,6,Fighting
Eye of Rana,Wireless,8,RPG
Mobile Suit G,Wireless,7,Action
MVP Basebal,GameCube,8.8,Sports
MVP Basebal,Xbox,9,"Sports, Simulation"
The Suffering,Xbox,8.5,"Action, Adventure"
The Suffering,PlayStation 2,8.5,"Action, Adventure"
MVP Basebal,PlayStation 2,9,Sports
Call of Duty,Wireless,8,Action
Carve,Xbox,5.5,Racing
Flicky,Wireless,3,Action
MTX: Mototr,Xbox,8.7,Sports
LifeLine,PlayStation 2,6.8,"Action, Adventure"
A Quiet Wee,PC,6.2,Adventure
MTX: Mototr,PlayStation 2,8.6,Sports
EverQuest: G,PC,9,RPG
Universal Co,PC,5.9,Strategy
Ren &amp; S,Wireless,7.5,Pinball
Mega Man B,Game Boy Ad,4,Battle
Ninja Tower,Wireless,8,Action
Frogger,Wireless,8.5,Action
Pitfall: The L,GameCube,7.8,"Action, Adventure"
Pitfall: The L,Xbox,7.8,"Action, Adventure"
Phantasy Sta,GameCube,8.5,"Card, RPG"
Pitfall: The L,PlayStation 2,7.8,"Action, Adventure"
Ninja Gaiden,Xbox,9.4,Action
Vietcong: Fis,PC,7.7,Shooter
Do-Don-Pach,Wireless,8,Shooter
Monster Gar,PC,3.3,Simulation
Sky Force,Wireless,9.5,Shooter
Vega$ Tycoo,PC,7.7,Simulation
Gradius,Wireless,8.5,Shooter
Worms 3D,GameCube,7,Strategy
Romance of t,PlayStation 2,8.7,Strategy
Worms 3D,PlayStation 2,7,Strategy
Alien Blast: T,PC,4.3,Shooter
Castlevania,Wireless,9,Action
FOX Sports Tr,Wireless,9,Sports
The King of F,Game Boy Ad,8,Fighting
Atlas Solitair,Wireless,7.5,Card
Prize-21 For,Wireless,8.5,Card
Switchix For,Wireless,9,Puzzle
Tetris Tourna,Wireless,8.5,Puzzle
Chess Every,Wireless,8.5,Strategy
MX Unleashe,Xbox,8.8,Racing
WWI: The Gr,PC,6.4,Strategy
Brave Shot,Wireless,7.5,Shooter
Wars &amp;,PC,6.9,Action
Pitfall: The L,Game Boy Ad,7,Platformer
James Bond,GameCube,8.5,Action
Snowboard P,Wireless,7,Simulation
James Bond,PlayStation 2,8.5,Action
Jet Li: Rise to,PlayStation 2,5.8,"Fighting, Action"
Raiden,Wireless,5.5,Shooter
James Bond,Xbox,8.5,Action
Warhammer,PC,6,Shooter
MX Unleashe,PlayStation 2,8.8,Racing
Yu-Gi-Oh! W,Game Boy Ad,7.5,"Card, Battle"
Drakengard,PlayStation 2,7.9,Action
Fast Lane,Wireless,2,Racing
Pengo,Wireless,8,Action
Freestyle Str,GameCube,4.5,"Sports, Action"
Jack the Ripp,PC,7.8,Adventure
Unreal II: The,Xbox,7.8,Shooter
World Soccer,PlayStation 2,9.1,Sports
SpellForce: T,PC,8.2,"Strategy, RPG"
Wrath Unlea,PlayStation 2,7.6,Strategy
Silent Scope,Xbox,7,Shooter
Secret Servic,PC,4.4,Shooter
SEGA GT Onli,Xbox,7,Racing
Champions o,PlayStation 2,8.9,"Action, RPG"
Gravity Gam,Xbox,2,Sports
Wrath Unlea,Xbox,7.8,Strategy
Dr. Seuss' Th,Xbox,6,Action
Nightshade,PlayStation 2,7,Action
Dr. Seuss' Th,PlayStation 2,6,Action
IHRA Drag R,Xbox,1.9,Racing
Metroid: Zer,Game Boy Ad,9,"Action, Adventure"
Xbox Music,Xbox,4,Music
NFL Blitz: Pro,GameCube,8,"Sports, Action"
Shadowbane:,PC,6.3,RPG
Dracula,Wireless,8,Action
Airport Tycoo,PC,4,Simulation
Corvette,Xbox,6.2,Racing
Traitors Gate,PC,5,Adventure
AMF Bowling,Xbox,5,Sports
JetFighter V:,PC,6.4,"Flight, Simulation"
Lupin the 3rd,PlayStation 2,6.7,Adventure
Intellivision L,Xbox,6,"Action, Compilation"
Drake,Xbox,2.9,Action
Curse: The E,Xbox,6.8,Adventure
Need for Spe,Game Boy Ad,7.9,Racing
Crouching Ti,Xbox,4.8,"Fighting, Action"
Coliseum,PC,2.5,Simulation
Dominions II:,PC,6.5,Strategy
AirForce Delt,PlayStation 2,6.4,"Flight, Action"
Final Fantasy,GameCube,7.6,"Action, RPG"
Shark Hunt,Wireless,8,Sports
Alex the Ant ,Wireless,7,Puzzle
R-Type Final,PlayStation 2,8.1,Shooter
Baldur's Gat,Game Boy Ad,8,"Action, RPG"
American Ido,PC,3.3,Music
Ultimate Win,Game Boy Ad,6,"Sports, Compilation"
Tiger Woods,Wireless,8.5,Sports
Auto Modelli,Xbox,5.7,Racing
Midway Arca,GameCube,7,Compilation
Atari: 80 Clas,PC,7.2,Compilation
Silent Storm,PC,8.1,"Action, RPG"
Mafia,PlayStation 2,6.8,Action
Delta Ops: Ar,PC,5,Shooter
Conflict: Des,GameCube,7.9,Shooter
Sinbad: Lege,PC,5.6,"Action, Adventure"
Sonic Heroes,Xbox,7.2,Platformer
Sonic Heroes,PlayStation 2,6.9,Platformer
Korea: Forgot,PC,5,Strategy
Resident Evil,GameCube,5,"Action, Adventure"
Delta Force:,PC,7.4,Shooter
The Haunted,Wireless,7.5,Puzzle
Baldur's Gat,PlayStation 2,8.4,"Action, RPG"
Baldur's Gat,Xbox,8.4,"Action, RPG"
Duke Nukem,Wireless,8.5,Action
Maximo vs. A,PlayStation 2,8.8,"Action, Adventure"
Teenage Mut,PC,5.3,"Fighting, Action"
Postal 2: Sha,PC,5.6,Shooter
Wildlife Park,PC,6.8,Simulation
Ozzy &amp;,Game Boy Ad,3.5,Action
Maelstrom,Wireless,5.5,Board
CT Special Fo,Game Boy Ad,6,Action
You Don't Kn,PC,7.3,Trivia
Fallout: Broth,Xbox,7.5,"Action, RPG"
Sonic Battle,Game Boy Ad,8,Fighting
Star Trek: Sh,PlayStation 2,3.9,Shooter
Deer Hunter,PlayStation 2,5,Hunting
Final Fantasy,PC,8,RPG
.hack//QUAR,PlayStation 2,8.3,"Action, RPG"
BurgerTime,Wireless,7.5,Action
Fallout: Broth,PlayStation 2,7.5,"Action, RPG"
Yohoho! Puzz,PC,8.5,Puzzle
Combat Miss,PC,8.7,Strategy
NFL Street,Xbox,9.2,"Sports, Action"
NFL Street,GameCube,9.1,"Sports, Action"
Ancient Empi,Wireless,8.5,Strategy
Tom Clancy's,N-Gage,7,Action
NFL Street,PlayStation 2,9.2,"Sports, Action"
One Must Fal,PC,6.7,Fighting
Horizons: Em,PC,8.2,RPG
Blade &amp;,PC,6,"Action, RPG"
Rayman 3,N-Gage,8.5,Platformer
Dark Age of,PC,6.8,RPG
Sonic Heroes,GameCube,8,Platformer
Bomberman,Wireless,9,Action
The Lord of t,Wireless,3,Pinball
Dell Magazin,Wireless,9.5,Puzzle
Tecmo Bowl,Wireless,9,Sports
RC Cars,PC,7.5,Racing
Lock On: Mo,PC,7.8,"Flight, Simulation"
Red Faction,N-Gage,7.3,Shooter
Chameleon:,PC,6.8,Adventure
MotoGP [200,N-Gage,3,Racing
Legacy of Kai,PC,8,"Action, Adventure"
Max Payne,Game Boy Ad,9,Action
Unreal II: The,PC,8,Shooter
X2: The Thre,PC,7.3,Simulation
XIII,Wireless,9,Action
SimCity 2000,Game Boy Ad,6.5,Simulation
The Haunted,GameCube,7,"Action, Adventure"
The Haunted,Xbox,7,"Action, Adventure"
The Haunted,PlayStation 2,7,"Action, Adventure"
Goblin Comm,GameCube,8,Strategy
XGRA: Extre,GameCube,7.5,Racing
Monster 4x4:,GameCube,3.8,"Racing, Action"
Aliens: Unlea,Wireless,7,Shooter
Spider-Man,Wireless,7.5,Platformer
RollerCoaste,PC,6,Simulation
NFL Blitz: Pro,Xbox,8,"Sports, Action"
Dragon Ball,Game Boy Ad,4,Fighting
The Sims: Bu,Xbox,8,Simulation
The Sims: Bu,GameCube,8.2,Simulation
The Sims: Bu,PlayStation 2,8,Simulation
The King of F,PlayStation 2,7.8,"Fighting, Compilation"
Silent Hill 3,PC,9,Adventure
Activision An,Game Boy Ad,8.5,Compilation
Mission: Imp,PlayStation 2,7.3,"Action, Adventure"
Mission: Imp,Xbox,7.3,"Action, Adventure"
Intellivision L,PlayStation 2,6,"Action, Compilation"
R: Racing Ev,Xbox,6.8,Racing
R: Racing Ev,GameCube,6.8,Racing
Curse: The E,PC,7.8,Adventure
MLB Slam!,N-Gage,3.3,Sports
Mucha Lucha,Game Boy Ad,2,Action
R: Racing Ev,PlayStation 2,6.8,Racing
Harry Potter,Xbox,6.4,"Action, Adventure"
Dance Dance,Xbox,8.7,Music
Barbie Horse,Xbox,4,Adventure
Harry Potter,GameCube,6.4,"Action, Adventure"
Pac-Man Vs.,GameCube,8,"Puzzle, Action"
Prince of Per,PC,8.8,"Action, Adventure"
Harry Potter,PlayStation 2,6.4,"Action, Adventure"
The Lord of t,Wireless,9.5,Action
Victoria: An E,PC,7.2,Strategy
Star Wars: Fli,Game Boy Ad,4,Shooter
Yu-Gi-Oh!: T,Game Boy Ad,5,RPG
Terminator 3:,Xbox,3.5,Shooter
Alpha Wing,Wireless,8.5,Shooter
NBA Inside D,Xbox,8.4,Sports
Barbie Horse,PlayStation 2,4,Adventure
Cima: The En,Game Boy Ad,6,"Action, RPG"
Gotcha Force,GameCube,6.5,Action
Disciples II:,PC,7.9,Strategy
Nightmare Cr,Wireless,6.5,Action
Culdcept,PlayStation 2,8.7,Board
Lords of Ever,PC,6.5,Strategy
Mobile Suit G,PlayStation 2,7.9,Shooter
Terminator 3:,PlayStation 2,3.5,Shooter
James Bond,Game Boy Ad,8,Action
Max Payne 2:,PlayStation 2,7.9,Action
Uru: Ages Be,PC,9,Adventure
Pokemon Ch,GameCube,5,Virtual Pet
Tron 2.0: Lig,Wireless,7,Action
Freestyle Me,GameCube,7.6,Sports
Magic: The G,PC,7.9,Adventure
Gem Smashe,Game Boy Ad,8,Puzzle
Neverwinter,PC,8.6,RPG
EverQuest O,PlayStation 2,7.6,RPG
Looney Tune,Game Boy Ad,4.5,Platformer
Armed &amp,PC,8.3,Action
Magic: The G,Xbox,7.9,Adventure
Dragon Ball,PlayStation 2,7.4,Fighting
NBA Live 200,PC,8.5,Sports
The Hobbit,Game Boy Ad,6.5,"Action, Adventure"
Armed &amp,Xbox,8.2,Shooter
Sword of Ma,Game Boy Ad,7,"Action, RPG"
Space Chann,PlayStation 2,7.4,"Music, Action"
Deus Ex: Invi,PC,9,"Action, Adventure"
Deus Ex: Invi,Xbox,9,"Action, Adventure"
The Sims: Bu,Game Boy Ad,8,Simulation
1080&deg; A,GameCube,7.3,Sports
Dr. Seuss' Th,Game Boy Ad,4,Platformer
Links 2004,Xbox,7.5,Sports
Nosferatu: T,PC,6.8,Shooter
Broken Swor,PC,8.4,Adventure
Lowrider,PlayStation 2,4,Music
SSX 3,Game Boy Ad,4.5,Sports
Turkey Shoot,Wireless,2.5,Action
Chrome,PC,7.9,Shooter
SpyHunter 2,PlayStation 2,7,"Racing, Action"
SpyHunter 2,Xbox,7,"Racing, Action"
Max Payne 2:,Xbox,9,Shooter
Monster 4x4:,PlayStation 2,3.8,"Racing, Action"
XIII,Xbox,8,Shooter
XIII,GameCube,8,Shooter
Harvest Moo,Game Boy Ad,8.9,"RPG, Simulation"
Kelly Slater's,PC,8.9,Sports
Cartoon Net,Game Boy Ad,3,Racing
Spawn: Arma,Xbox,7.7,"Action, Adventure"
Justice Leagu,Game Boy Ad,4,Action
Spawn: Arma,PlayStation 2,7.7,"Action, Adventure"
Star Wars Kni,PC,9,RPG
Battlestar Ga,PlayStation 2,7.4,Action
Spawn: Arma,GameCube,7.4,"Action, Adventure"
Tokyo Xtrem,PlayStation 2,7.2,Racing
NCAA March,Xbox,8.4,Sports
Rugby 2004,PC,7,Sports
Kya: Dark Lin,PlayStation 2,7.5,"Action, Adventure"
NCAA March,PlayStation 2,8.5,Sports
Medal of Ho,Game Boy Ad,8.8,Action
Battlestar Ga,Xbox,7.4,Action
Whiplash,Xbox,7,Platformer
Whiplash,PlayStation 2,7,Platformer
American Ido,PlayStation 2,4,Music
Contract J.A.,PC,6.1,Shooter
NHL Rivals 2,Xbox,6.5,Sports
Dungeon Sie,PC,7,"Action, RPG"
Star Wars Je,Xbox,8,Action
Onimusha Ta,Game Boy Ad,6.5,Strategy
Fatal Frame I,PlayStation 2,8.5,Adventure
Counter-Strik,Xbox,7.9,Shooter
Secret Weap,Xbox,8,Flight
Gladiator: Sw,PC,8,Action
Fairly OddPar,GameCube,5,Action
Monster Ran,PlayStation 2,8.5,Battle
Fairly OddPar,Xbox,5,Action
I-Ninja,Xbox,8,Action
I-Ninja,PlayStation 2,8,Action
Manhunt,PlayStation 2,8.5,Action
Warhammer,PlayStation 2,8.1,Shooter
Battle Engine,PC,7.2,Shooter
I-Ninja,GameCube,8,Action
Rayman Bow,Wireless,8,"Sports, Action"
Samurai Jack:,Wireless,4.5,Action
Secret Weap,PlayStation 2,8,"Flight, Action"
Fairly OddPar,PlayStation 2,5,Action
Crash Nitro K,Game Boy Ad,7.8,"Racing, Action"
Crash Nitro K,GameCube,7.4,"Racing, Action"
Secret Weap,PC,8,"Flight, Action"
XIII,PlayStation 2,7.7,Shooter
XIII,PC,8,Shooter
Midway Arca,Xbox,7,Compilation
Project Goth,Xbox,9.5,Racing
The Black Mi,PC,7.2,Adventure
Go! Go! Hype,GameCube,5.1,Sports
Midway Arca,PlayStation 2,7,Compilation
Mario &amp;,Game Boy Ad,9,RPG
Need for Spe,Xbox,8.8,Racing
Yu-Gi-Oh! Th,GameCube,3.5,Strategy
Sphinx and th,Xbox,8.5,"Action, Adventure"
Need for Spe,PlayStation 2,8.9,Racing
ESPN College,Xbox,8.7,Sports
Need for Spe,GameCube,8.8,Racing
ESPN College,PlayStation 2,8.7,Sports
FIFA Soccer 2,Game Boy Ad,8.5,Sports
Sphinx and th,PlayStation 2,8.5,"Action, Adventure"
Need for Spe,PC,9,Racing
Magical Que,Game Boy Ad,5,Platformer
FIFA Soccer 2,PC,8.5,Sports
Dead to Righ,PC,7.5,Action
Risk: Global,PlayStation 2,2.8,Board
Batman: Rise,Game Boy Ad,5.5,Action
Sphinx and th,GameCube,8.5,"Action, Adventure"
Prince of Per,Game Boy Ad,7,Action
The Hobbit,Xbox,7.5,"Action, Adventure"
Crash Nitro K,PlayStation 2,7.4,"Racing, Action"
Crash Nitro K,Xbox,7.4,"Racing, Action"
Yao Ming Ba,Wireless,7.5,Sports
Legacy of Kai,PlayStation 2,8,"Action, Adventure"
The Hobbit,PlayStation 2,7.5,"Action, Adventure"
Legacy of Kai,Xbox,8,"Action, Adventure"
The Simpson,PC,8.1,"Action, Adventure"
The Hobbit,PC,7.5,"Action, Adventure"
The Hobbit,GameCube,7.5,"Action, Adventure"
Goblin Comm,PlayStation 2,8,Strategy
Fugitive Hunt,PlayStation 2,3.3,Shooter
Mario Kart: D,GameCube,7.9,"Racing, Action"
Goblin Comm,Xbox,8,Strategy
Spyro the Dra,Game Boy Ad,8,Action
Beyond Good,GameCube,9,"Action, Adventure"
Gothic II,PC,8,"Action, RPG"
Cabela's Dan,PlayStation 2,6.8,Hunting
Batman: Rise,GameCube,6.5,Action
Beyond Good,PC,9,"Action, Adventure"
Beyond Good,PlayStation 2,9,"Action, Adventure"
Beyond Good,Xbox,9,"Action, Adventure"
Double Drag,Game Boy Ad,7,Action
Ratchet &am,PlayStation 2,9.4,Platformer
Bionicle: The,GameCube,3.8,Action
FIFA Soccer 2,Xbox,8.3,Sports
Hunter: The,Xbox,8.2,Action
Medal of Ho,GameCube,7.5,Shooter
Bionicle: The,PlayStation 2,3.8,"Action, Adventure"
Medal of Ho,Xbox,7.5,Shooter
Wakeboardin,Game Boy Ad,7,Sports
Prince of Per,Xbox,9.6,"Action, Adventure"
Medal of Ho,PlayStation 2,8,Shooter
Amplitude: P.,PlayStation 2,7,"Music, Action"
PlanetSide: C,PC,6.5,Shooter
The Lord of t,Game Boy Ad,8,Action
Prince of Per,GameCube,9.6,"Action, Adventure"
Harry Potter:,PC,7.2,"Sports, Action"
Prince of Per,PlayStation 2,9.6,"Action, Adventure"
FIFA Soccer 2,PlayStation 2,8.5,Sports
Mario Party 5,GameCube,7.9,Party
FIFA Soccer 2,GameCube,8.3,Sports
Metal Arms:,Xbox,8.3,Shooter
Backyard Ho,Game Boy Ad,6,Sports
Final Fantasy,PlayStation 2,9.5,RPG
Metal Arms:,PlayStation 2,8.3,Shooter
Frogger's Ad,GameCube,5.5,Action
Railroad Tyc,PC,8.8,Simulation
Tiger Woods,Game Boy Ad,8,Sports
Frogger's Ad,PlayStation 2,5.5,Action
School of Roc,Wireless,7,Music
Metal Arms:,GameCube,8.3,Shooter
Space Taxi Pi,Wireless,5,Pinball
Fire Emblem ,Game Boy Ad,9.5,"Strategy, RPG"
BlowOut,Xbox,6.5,Shooter
BlowOut,PlayStation 2,6.5,Shooter
Karaoke Rev,PlayStation 2,8.5,Music
Warrior King,PC,7,Strategy
Grand Theft,Xbox,9.4,"Action, Adventure"
SOCOM II: U.,PlayStation 2,8.8,Shooter
EyeToy: Play,PlayStation 2,7,Party
RoadKill,GameCube,7.7,Racing
The Lord of t,PC,7.9,Strategy
Conflict: Des,PC,7.9,Action
The Lord of t,PC,8.7,Action
Ford Racing 2,Xbox,4.9,Racing
Gladiator: Sw,Xbox,8,Action
Gladiator: Sw,PlayStation 2,8,Action
Frogger's Jou,Game Boy Ad,5,Action
Harry Potter:,Game Boy Ad,6,"Sports, Action"
Ford Racing 2,PlayStation 2,4.9,Racing
The Lord of t,PlayStation 2,8.9,Action
The Lord of t,GameCube,8.7,Action
The Lord of t,Xbox,8.7,Action
Beyblade VF,GameCube,2.5,Battle
Sid Meier's C,PC,8.5,Strategy
True Crime: S,GameCube,9,"Action, Adventure"
Super Trucks,PlayStation 2,6.4,Racing
True Crime: S,Xbox,9,"Action, Adventure"
True Crime: S,PlayStation 2,9,"Action, Adventure"
Digimon: Bat,Game Boy Ad,7,Fighting
Hot Wheels:,PlayStation 2,4,"Racing, Action"
MTV's Celebr,PC,5,Fighting
SpongeBob S,GameCube,7.3,Platformer
MTV's Celebr,PlayStation 2,4,Fighting
MTV's Celebr,Xbox,5,Fighting
Hot Wheels:,GameCube,4,Racing
SpongeBob S,Xbox,7.3,Platformer
Rogue Ops,Xbox,7.5,"Action, Adventure"
Rogue Ops,GameCube,7.5,"Action, Adventure"
Hidden &am,PC,7.9,Action
Gladius,Xbox,8.3,"Strategy, RPG"
NBA ShootOu,PlayStation 2,6.9,Sports
Gladius,PlayStation 2,8,"Strategy, RPG"
Tak and the,Game Boy Ad,5,Platformer
Rogue Ops,PlayStation 2,7.5,"Action, Adventure"
The Sims: Ma,PC,8.2,Simulation
Tom Clancy's,Xbox,9.3,Shooter
Gladius,GameCube,8.1,"Strategy, RPG"
Tony Hawk's,Xbox,9.2,Sports
SpongeBob S,PlayStation 2,7.3,Platformer
Amped 2,Xbox,9,Sports
Tony Hawk's,GameCube,9.2,Sports
Top Spin ,Xbox,9.3,Sports
Tony Hawk's,PlayStation 2,9.5,Sports
Looney Tune,Wireless,0.5,Racing
NFL Blitz: Pro,PlayStation 2,8,"Sports, Action"
Harry Potter:,Xbox,7.2,"Sports, Action"
kill.switch,PlayStation 2,8,Shooter
Backyard Bas,PlayStation 2,6.5,Sports
Harry Potter:,GameCube,7.2,"Sports, Action"
Harry Potter:,PlayStation 2,7.2,"Sports, Action"
SWAT: Globa,Xbox,6.6,Action
Tony Hawk's,Game Boy Ad,9.5,Sports
Warlords IV:,PC,8.5,Strategy
SWAT: Globa,PlayStation 2,6.6,Shooter
Call of Duty,PC,9.3,Shooter
kill.switch,Xbox,8,Shooter
No Man's La,PC,7.6,Strategy
WWE Smack,PlayStation 2,9.1,Wrestling
Dragon Flight,Wireless,7.5,Shooter
Top Gear Ral,Game Boy Ad,8,Racing
Grabbed by t,Xbox,7,Action
Empires: Da,PC,8.8,Strategy
Grand Theft,PlayStation 2,9.7,"Action, Adventure"
Teenage Mut,Game Boy Ad,6.9,"Fighting, Action"
Batman: Rise,Xbox,6.5,Action
Sea World Ad,PC,7.5,Simulation
Massive Ass,PC,8.4,Strategy
Big Mutha Tr,PC,5.3,Racing
Time Crisis 3,PlayStation 2,8.4,Shooter
Teenage Mut,GameCube,5.3,"Fighting, Action"
ESPN NBA Ba,PlayStation 2,9.2,Sports
Teenage Mut,Xbox,5.3,"Fighting, Action"
Virtual-On M,PlayStation 2,4.8,Action
Robin Hood:,PC,7.1,Strategy
Teenage Mut,PlayStation 2,5.3,"Fighting, Action"
ESPN NBA Ba,Xbox,9.2,Sports
Space Colony,PC,7.5,Simulation
The History C,PC,8.3,"Action, Simulation"
Dragon Ball,GameCube,6.4,Fighting
Crimson Skie,Xbox,9.1,"Flight, Action"
Castlevania:,PlayStation 2,9,"Action, Adventure"
Who Wants,Wireless,6.2,Trivia
Star Wars Ro,GameCube,8.3,Shooter
Virtua Tennis,N-Gage,3.5,Sports
SSX 3,Xbox,9.4,Sports
Batman: Rise,PlayStation 2,6.5,Action
SSX 3,PlayStation 2,9.5,Sports
SSX 3,GameCube,9.3,Sports
Mega Man Z,Game Boy Ad,8,Action
Auto Modelli,GameCube,5.5,Racing
Starsky &am,PC,5.5,"Racing, Action"
Max Payne 2:,PC,9.4,Shooter
Tony Hawk's,N-Gage,8.8,Sports
Crouching Ti,PlayStation 2,4.8,"Fighting, Action"
Commandos,PC,8.9,Strategy
Patrician III,PC,9.2,Simulation
Crouching Ti,Game Boy Ad,6,Action
Tak and the,PlayStation 2,7.9,"Action, Adventure"
BloodRayne,PC,7.3,Action
NBA Live 200,Xbox,8.7,Sports
Scooby-Doo!,Xbox,6.7,Platformer
RoadKill,PlayStation 2,7.7,"Racing, Action"
NBA Live 200,PlayStation 2,8.8,Sports
Mega Man X,PlayStation 2,6.7,Action
Super Mario,Game Boy Ad,9.5,Platformer
American Co,PC,7.8,Strategy
NBA Live 200,GameCube,8.7,Sports
RoadKill,Xbox,7.7,Racing
Spirits &amp;,GameCube,5,Platformer
DemiKids: Da,Game Boy Ad,5.5,RPG
Tak and the,GameCube,8.2,"Action, Adventure"
DemiKids: Li,Game Boy Ad,5.5,RPG
UFO: Afterm,PC,7.5,Strategy
Kirby Air Ride,GameCube,5.2,"Racing, Action"
The Adventur,Game Boy Ad,5.5,Action
Jak II,PlayStation 2,9.5,Platformer
Once Upon a,PC,6.9,Strategy
Puyo Pop,N-Gage,5,Puzzle
Super Monke,N-Gage,6.6,"Puzzle, Action"
Backyard Wr,Xbox,6.5,Wrestling
Sonic N,N-Gage,6,Platformer
Backyard Wr,PlayStation 2,6.5,Wrestling
Conflict: Des,Xbox,7.9,Shooter
Conflict: Des,PlayStation 2,7.9,Action
Puzzle Bobbl,N-Gage,2.2,Puzzle
DDRMAX2: D,PlayStation 2,8.5,Music
Pandemoniu,N-Gage,6.6,Platformer
Robin Hood:,Xbox,7.1,Strategy
